Flight No.,"Date and
time (UTC)","Version,
booster","Launch
site",Payload,Payload mass,Orbit,Customer,"Launch
outcome","Booster
landing"
379,"7 October 2024
14:52","F9 B5
B1061.23","Cape Canaveral, SLC‑40",Hera,"1,108 kg (2,443 lb)",Heliocentric,ESA,Success,No attempt
379,"Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry.","Hera is a European Space Agency mission under its Space Safety program. Its primary goal is to study the aftermath of NASA's DART mission, which intentionally collided with the Didymos binary asteroid system. By analyzing the crater formed and the momentum transferred during the impact, Hera will help validate the kinetic impact method as a potential strategy for deflecting a near-Earth asteroid on a collision course with Earth. The mission will provide data on the efficiency of this technique. It also carries two nano-satellite CubeSats, called Milani and Juventas. This was the second booster to complete its 23rd flight. Although the Falcon 9 remained unable to launch following the Crew-9 mishap, the FAA granted an exemption for the Hera launch, as it did not involve a second-stage reentry."
FH 11,"14 October 2024
16:06","Falcon Heavy B5
 B1089 (core)","Kennedy, LC‑39A",Europa Clipper,"6,065 kg (13,371 lb)",Heliocentric,NASA,Success,No attempt
FH 11,"14 October 2024
16:06",B1064.6 (side),"Kennedy, LC‑39A",Europa Clipper,"6,065 kg (13,371 lb)",Heliocentric,NASA,Success,No attempt
FH 11,"14 October 2024
16:06",B1065.6 (side),"Kennedy, LC‑39A",Europa Clipper,"6,065 kg (13,371 lb)",Heliocentric,NASA,Success,No attempt
FH 11,"Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended.","Europa Clipper will conduct a detailed survey of Europa and use a sophisticated suite of science instruments to investigate whether the icy moon has conditions suitable for life. Key mission objectives are to produce high-resolution images of Europa's surface, determine its composition, look for signs of recent or ongoing geological activity, measure the thickness of the moon's icy shell, search for subsurface lakes, and determine the depth and salinity of Europa's ocean. The spacecraft will fly past Mars and Earth before arriving at Jupiter in April 2030. At 45,648 km/h (28,364 mph) the launch had the highest-speed payload injection ever achieved by SpaceX, however to reach that speed, the core and side boosters were expended."
380,"15 October 2024
06:10","F9 B5
B1080.11","Cape Canaveral, SLC‑40",Starlink: Group 10-10 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
380,"Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. This was the 100th SpaceX launch this year, a first by any launch agency in a particular calendar year."
381,"15 October 2024
08:21","F9 B5
B1071.19","Vandenberg, SLC-4E",Starlink: Group 9-7 (20 satellites),"~16,300 kg (35,900 lb)",LEO,SpaceX,Success,Success (OCISLY)
381,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation."
382,"18 October 2024
23:31","F9 B5
B1076.17","Cape Canaveral, SLC‑40",Starlink: Group 8-19 (20 satellites),"~16,300 kg (35,900 lb)",LEO,SpaceX,Success,Success (JRTI)
382,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX's Falcon family surpassed the yearly world record for most launches attempted, previously set by themselves last year."
383,"20 October 2024
05:13","F9 B5
B1082.7","Vandenberg, SLC-4E",OneWeb #20 (20 satellites),"2,954 kg (6,512 lb)",Polar LEO,OneWeb,Success,Success (LZ‑4)
383,"Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year.","Launch of 20 OneWeb satellites to expand internet constellation. 12th flight with short nozzle second stage. This was the 100th Falcon launch this year, the first by any rocket family in a particular calendar year. Moreover, with this launch, SpaceX's Falcon family surpassed the yearly world record for most successful launches, previously set by themselves last year."
384,"23 October 2024
21:47","F9 B5
B1073.18","Cape Canaveral, SLC‑40",Starlink: Group 6-61 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
384,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. This was the 100th Falcon launch attempt this year.
385,"24 October 2024
17:13","F9 B5
B1063.21","Vandenberg, SLC-4E",NROL-167 (~17 Starshield satellites),Unknown,LEO,NRO,Success,Success (OCISLY)
385,"Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record.","Fourth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. This was the 100th successful Falcon 9 launch this year, a record."
386,"26 October 2024
21:47","F9 B5
B1069.19","Cape Canaveral, SLC‑40",Starlink: Group 10-8 (22 satellites),"~16,700 kg (36,800 lb)",LEO,SpaceX,Success,Success (JRTI)
386,"Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 100th successful Falcon 9 booster landing in 2024, a record."
387,"30 October 2024
12:07","F9 B5
B1075.14","Vandenberg, SLC-4E",Starlink: Group 9-9 (20 satellites),"~16,300 kg (35,900 lb)",LEO,SpaceX,Success,Success (OCISLY)
387,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 200th launch of dedicated starlink missions."
388,"30 October 2024
21:10","F9 B5
B1078.14","Cape Canaveral, SLC‑40",Starlink: Group 10-13 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
388,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.
389,"5 November 2024
02:29","F9 B5
B1083.5","Kennedy, LC‑39A",SpaceX CRS-31 (Cargo Dragon C208.5),"2,762 kg (6,089 lb)",LEO (ISS),NASA (CRS),Success,Success (LZ‑1)
389,"Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station.","Carried 2,762 kg (6,089 lb) of cargo and supplies to the International Space Station (ISS). CRS-31 is the first Dragon scheduled to perform a test ""reboost"" of the ISS on 8 November 2024, burning its aft-facing Draco thrusters for 12.5 minutes to counteract atmospheric drag on the station."
390,"7 November 2024
20:19","F9 B5
B1085.3","Cape Canaveral, SLC‑40",Starlink: Group 6-77 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
